selisih_transaksi,maksimum_nilai_transaksi,time_seconds,flag_transaksi_fraud
3425077.8419999997,69900000.0,52938,0
508885.5516,20000000.0,45448,0
1660513.333,20000000.0,51661,0
556832.0373,10000000.0,72853,0
189968.4615,1000000.0,27263,0
54279.07889999999,1050000.0,24196,0
1273340.105,25000000.0,38493,0
3032031.381,40000000.0,2360,1
823749.426,7040000.0,1162,0
65771.91380000001,1250000.0,45745,0
573372.642,10000000.0,44096,0
346756.6232,3691500.0,27621,0
324665.2583,6606615.0,40380,0
446962.987,5000000.0,53856,0
841579.5430000001,2000000.0,79868,0
64469.697000000044,12300000.0,63942,0
1127594.504,25000000.0,53232,0
3582216.7410000004,100000000.0,45556,0
458970.0,500000.0,71619,1
838129.4960000003,15000000.0,50108,0
1470894.915,25000000.0,34042,0
309460.0,2500000.0,53476,0
245891.1154,3710000.0,77423,0
36198.54700000002,10580000.0,60732,0
2059613.4449999998,4000000.0,33312,1
1823545.376,11500000.0,80559,0
627638.8889,20000000.0,31554,0
6775652.259,17000000.0,14076,0
246684.125,1700000.0,67907,0
331143.57299999986,2300000.0,43827,0
562618.2016,5000000.0,34907,0
115351.09640000001,1200000.0,40560,0
193326.42859999998,1000000.0,31252,0
127165.99340000004,5800000.0,66049,0
886271.8406,3500000.0,65259,0
16115.217400000023,500000.0,37542,0
123023.80949999997,1300000.0,56300,0
289629.59089999995,5000000.0,32727,0
376174.05319999997,5000000.0,51999,0
367065.9340000001,6396000.0,84339,1
178125.86899999995,7710000.0,33771,1
439642.85699999984,10000000.0,77974,1
562448.8085,6500000.0,58025,0
563661.7634,9700000.0,64050,0
10311.466399999976,2000000.0,66359,0
13042.352899999998,3000000.0,77648,1
329025.2807,4000000.0,59170,0
263521.59180000005,2399000.0,33575,0
596108.9744,2800000.0,3402,0
330334.7417,3000000.0,56392,0
1529783.8717999998,13400000.0,33690,0
22877.52699999977,25000000.0,25236,0
888057.6529999999,14840000.0,65387,0
408.5329999999376,2500000.0,70926,0
2029663.6610000003,50000000.0,70619,0
1466382.512,54659000.0,71756,0
35278.37839999999,811000.0,46889,0
3122308.101,50335599.0,55309,0
774239.017,10000000.0,38164,0
280056.1224,2100000.0,67010,0
64950.41320000001,700000.0,55845,0
64236.11100000003,10000000.0,47761,0
232994.22699999996,12025000.0,27616,1
447634.091,3000000.0,2472,0
200246.97400000016,7853540.0,59018,0
777546.5519999999,30000000.0,72902,0
208926.62199999997,5899300.0,70445,0
27817.391300000018,1550000.0,48312,0
64950.41320000001,4800000.0,59850,0
334645.4545,1850000.0,40367,0
954283.3330000001,6000000.0,63746,0
53331.6771,1250000.0,79245,0
392578.125,1300000.0,66440,0
331245.5410000002,25000000.0,37349,0
210714.28599999985,4734700.0,43330,0
1978103.5039999997,29050000.0,69721,0
2276713.819,25000000.0,61307,0
770847.7612000001,3500000.0,68167,0
443345.5423,2500000.0,23469,0
412381.0,20000000.0,70461,1
1160943.013,7000000.0,68025,0
261614.2,4885000.0,70057,0
71542.55300000007,6000000.0,41405,1
185714.2857,8831000.0,58524,1
1056008.472,11000000.0,42494,0
195555.55560000002,1600000.0,56963,0
293748.0962,5500000.0,46810,0
62250.0,18000000.0,54973,0
633378.9770000001,4000000.0,53674,0
13170.731700000004,2900000.0,43961,0
454372.64,2000000.0,58068,0
768958.0882,10000000.0,73871,0
709689.4126,50000000.0,16338,0
1692909.419,25000000.0,44053,0
30570.617599999998,2500000.0,49178,0
288991.0714,2000000.0,75579,0
449333.33330000006,2900000.0,30111,0
829312.0,19000000.0,15031,0
432474.9726,3000000.0,56300,0
697473.2270000001,6375000.0,37962,0
1419810.785,4900000.0,58246,0
237023.6842,2000000.0,65611,0
1147917.0,10499000.0,57242,0
203385.6667,1000000.0,71761,0
1224460.605,12500000.0,36381,0
41983.0508,1250000.0,58383,0
193326.42859999998,1000000.0,15217,0
283004.9429,4750000.0,45216,0
593421.0526,10260000.0,67168,0
252909.09089999995,5000000.0,58882,0
801432.4683000001,2000000.0,56965,0
240828.57140000002,2500000.0,56113,0
2095476.744,2500000.0,68098,0
737821.2121,10000000.0,74551,0
772733.8485,2500000.0,53110,0
697317.92,5000000.0,56438,0
806942.405,10000000.0,44945,0
614627.8841,2500000.0,66292,0
249533.66669999994,1000000.0,29274,0
367531.8182,2750000.0,46314,0
160182.05550000002,5000000.0,54175,0
357684.1842,3000000.0,44194,0
721650.0,2000000.0,68385,0
152110.1471,2700000.0,53258,0
447666.66669999994,2500000.0,62779,0
3274502.698,13000000.0,58093,0
964083.149,6000000.0,49377,0
836330.024,15000000.0,71826,0
867234.848,10000000.0,64334,0
92554.5979,2500000.0,70659,0
443779.12799999997,1550000.0,13263,0
35160.0,1000000.0,50386,0
104833.33333,200000.0,41971,1
4564415.757999999,13500000.0,35510,0
326022.2031,6500000.0,28314,0
2026763.3909999998,23450000.0,67863,0
566786.8116,5000000.0,39472,0
1871550.7463,4900000.0,61046,0
2072914.528,50000000.0,26321,0
176000.0,2300000.0,42065,0
1812331.832,9900000.0,7199,0
419230.7692,2751000.0,35590,0
370833.3333,2700000.0,34678,0
3096949.684,25000000.0,37221,0
976228.3295,7500000.0,80090,1
2346949.078,14000000.0,82667,0
836145.8211000001,1250000.0,43296,0
456737.8630000001,75000000.0,58777,0
1723545.376,10540000.0,58064,0
334876.12320000003,4475000.0,50304,0
7081.443300000043,10500000.0,12990,1
2775740.0,24320500.0,47311,1
910714.2859999998,2500000.0,29495,0
1087476.8290000001,10000000.0,47609,0
618520.0,47700000.0,51169,0
1579082.2089999998,75000000.0,63883,0
872733.8485,3500000.0,33163,0
55198.539000000106,8000000.0,58890,0
2925077.8419999997,69900000.0,51044,0
588322.875,4550000.0,70950,0
555709.024,5000000.0,36467,0
51409.677399999986,3200000.0,47651,0
4038333.3329999996,25000000.0,25358,0
525427.1690000001,2399000.0,48521,0
227526.66669999994,2437500.0,46539,0
1018801.273,5000000.0,84339,0
446119.2748,5000000.0,57709,1
1138582.004,17500000.0,50413,0
260182.05550000002,7000000.0,30937,0
2006918.6321,3000000.0,39089,0
588059.4070000001,25000000.0,37153,0
1538742.0,8720000.0,33386,0
1552904.632,50000000.0,48638,0
61538.46200000006,6400000.0,64982,1
57323.5288,1200000.0,68914,0
5536733.333000001,28527000.0,39963,0
228522.72730000003,2500000.0,38469,0
290371.429,13000000.0,42162,0
708639.3805,9500000.0,71705,0
419310.25450000004,2500000.0,42042,1
233333.3333,811000.0,71098,0
15650.342899999989,1000000.0,62621,0
610182.0555,7000000.0,26497,0
163636.36360000004,3200000.0,52899,1
767186.9278,4000000.0,54367,0
553750.0,11578874.0,42093,0
337060.0406,2000000.0,70231,0
439955.0449999999,13500000.0,69616,0
86060.4975,1200000.0,60053,0
1617486.667,20000000.0,63989,0
575784.0,11999000.0,51740,1
500458.0882,4535000.0,26133,0
273975.25,11869000.0,20081,0
329093.33330000006,2500000.0,54534,0
333296.7033,2500000.0,82127,0
227345.125,2535000.0,78018,0
117857.14289999998,2500000.0,41953,0
5317.916700000002,2000000.0,21524,1
667602.156,5000000.0,77376,0
1320392.62,20000000.0,29762,0
22467.02779999998,3635753.0,47903,0
227840.11250000005,1400000.0,67168,0
1265170.404,13000000.0,41367,0
1214086.9139999999,18809861.0,70351,0
34913.04350000003,2000000.0,40931,0
608446.0141,1700000.0,46393,0
2051973.4619999998,24537500.0,46346,0
1342532.223,8000000.0,52446,0
651458.1069999998,45000000.0,62095,0
505702.75199999986,15000000.0,43751,0
147440.19799999997,4650000.0,40746,0
184299.70059999998,7522000.0,40689,0
124243.09999999998,2000000.0,47898,0
152410.51520000002,2000000.0,48805,0
87260.0,1000000.0,17320,0
2336923.472,25000000.0,75463,0
171208.05359999998,1800000.0,73945,0
727884.379,5000000.0,53706,0
758558.3940000001,85000000.0,44105,1
215256.86840000004,14000000.0,50941,0
534142.0090000001,2500000.0,21458,0
1256342.377,20000000.0,47649,0
5843118.054,2500000.0,46380,0
344900.2193,2500000.0,54147,0
533226.7273,2500000.0,30180,0
1055040.415,18675000.0,22263,0
1199631.648,16700000.0,41683,0
92573.90720000002,2685000.0,70567,0
119720.48610000001,900000.0,41311,0
1028260.8700000001,19000000.0,36873,0
180714.28599999985,9000000.0,61913,1
863021.1780000001,10000000.0,61550,0
3064580.012,5900000.0,47538,0
23926.117000000086,18000000.0,30782,0
901470.5880000002,5038738.0,35146,0
257670.0,7480000.0,41213,0
564264.1090000002,8670000.0,62807,0
401026.5,2205000.0,61991,0
845212.2143,2000000.0,67211,1
990080.8289999999,100000000.0,34271,0
1064166.667,9000000.0,50348,0
1424045.721,14800000.0,62541,0
2515171.078,21566585.0,63499,0
82412.5,10000000.0,64123,0
10559.458299999998,2630000.0,66607,0
1514366.2941,6199000.0,45846,0
851954.892,10000000.0,61001,0
67867.5,700000.0,3617,0
935467.054,20000969.0,57884,0
1252329.1400000001,32000000.0,70872,0
253054.96360000002,1100000.0,2582,0
2033594.915,50000000.0,35720,0
451504.0645,5000000.0,56047,0
961657.702,2500000.0,60334,0
1057807.6919999998,11578874.0,55311,0
632906.3902,1250000.0,4573,1
3032031.381,80000000.0,33263,0
617323.7238,20000000.0,69269,0
429963.213,15000000.0,47880,0
504703.2609,3700000.0,8474,0
47061.2350000001,5640000.0,62570,1
1012388.9815,1340000.0,64831,0
1182242.574,25000000.0,59258,0
225692.66099999985,3000000.0,34183,0
783333.3333,1500000.0,72971,0
17525.773000000045,11813000.0,40363,0
2661117.0699,5037000.0,47863,0
318046.6374,2500000.0,42084,0
595944.4440000001,25000000.0,72549,0
36198.54700000002,3500000.0,66793,0
874924.2420000001,3550000.0,63542,0
16165.723200000008,2450000.0,78882,0
1691107.1430000002,10000000.0,50159,0
426073.8829999999,10000000.0,61201,0
1209408.3333,2399000.0,74432,0
260000.0,10291000.0,68875,0
61571.34149999998,2000000.0,46481,0
1319824.425,15000000.0,70794,0
602928.5714,3500000.0,74520,0
1979860.4559999998,40000000.0,72162,0
521230.0738,2400000.0,68638,0
250000.0,15000000.0,50413,1
135511.11109999998,5000000.0,26072,0
35909.09091,750000.0,80230,0
1817796.552,3200000.0,51033,0
451993.878,5000000.0,25437,0
1516141.9190000002,49238000.0,36352,0
1772820.019,13997536.0,28090,0
1321102.415,4500000.0,19980,0
3643726.9439999997,20000000.0,55767,0
525211.2676,2500000.0,85924,1
496222.22219999996,1250000.0,69484,0
314276.88899999997,14000000.0,59388,1
63907.894700000004,3500000.0,34058,0
142759.77799999993,9000000.0,38473,0
779212.7660000001,1250000.0,57665,0
663480.1739,26458442.0,42530,0
1167007.6923,5000000.0,65347,0
174633.0484,3500000.0,67949,0
3481504.135,27500000.0,75289,0
959791.2186,46500000.0,57621,0
14681.132099999988,2000000.0,60829,0
37110.89060000001,1000000.0,60578,0
114741.87719999999,10000000.0,75880,0
368110.28,2500000.0,68356,0
840500.0,14200000.0,41723,0
217532.46750000003,3000000.0,32788,0
1140735.247,5950000.0,39919,0
731213.2930000001,9500000.0,45636,0
1297525.395,22000000.0,50165,0
588160.1277,5000000.0,69292,0
221940.59299999988,25000000.0,41097,0
24039.39500000002,14130000.0,70816,0
925287.5759999999,2500000.0,36130,0
63605.423700000014,1258000.0,68064,0
122581.9169999999,10000000.0,56570,0
321763.10270000005,7000000.0,78739,0
593312.6061,10260000.0,63836,0
793262.1369999999,75000000.0,22238,0
319556.4,6240000.0,70766,1
962644.875,2661000.0,24791,0
114032.15909999999,600000.0,52159,0
529710.2581,1500000.0,66758,0
1832842.832,10000000.0,47138,0
120990.09205,750000.0,69133,0
24298.96900000004,3300000.0,39790,0
933434.1089999997,69900000.0,39486,0
353651.54760000005,7000000.0,64147,0
19682.0833,1000000.0,82717,0
150071.1864,3000000.0,34180,0
128186.40780000004,5037000.0,51640,0
55401.574799999944,4900000.0,61965,0
289150.3429,1500000.0,26265,0
1661117.0699,7000000.0,63599,0
64236.11100000003,13500000.0,39559,0
302560.0597,810000.0,51936,0
299258.76,2800000.0,61702,0
15536.787000000011,2500000.0,65688,0
90948.5508,1500000.0,52688,0
569923.2892,2958000.0,60948,0
1462830.4348,1700000.0,76495,0
951196.5980000002,15000000.0,59675,0
155099.7807,11000000.0,56341,0
604108.6957,5000000.0,43389,0
562198.3570000001,8750000.0,40432,0
1271631.648,9500000.0,25404,0
713402.7778,8000000.0,61497,0
1488971.884,25000000.0,34386,0
256532.86210000003,10291000.0,40973,0
188428.65850000002,2500000.0,78087,0
395194.17649999994,3600000.0,42389,0
494984.29150000005,2500000.0,39414,0
161588.69799999986,2500000.0,49672,0
728681.7945,3000000.0,35397,0
2452380.952,22500000.0,65265,0
2394721.563,49238000.0,57797,0
464725.2215,1000000.0,63203,0
673545.3759999999,13000000.0,46250,0
243607.3019999999,3647000.0,55436,0
937451.3930000002,33000000.0,76301,0
709847.2222,2500000.0,57204,0
181555.60239999997,2250000.0,76872,0
215193.26799999992,5000000.0,58500,0
1925418.5890000002,35824300.0,37535,0
2117660.5960000004,22500000.0,48492,0
9328.508499999996,1500000.0,63806,0
2020263.158,5000000.0,63077,1
170653.8462,1000000.0,71185,0
655746.004,2500000.0,37271,0
520226.13599999994,30000000.0,42676,0
2113236.6210000003,14000000.0,42236,1
122581.9169999999,2500000.0,31513,0
1285405.2630000003,25000000.0,33529,1
47333.871000000014,1800000.0,85011,0
171098.6094,1000000.0,42387,0
260034.26760000002,2500000.0,69774,0
986064.256,20000000.0,60806,0
605020.9574,2750000.0,16048,0
3124411.3940000003,25000000.0,80528,0
571154.163,4200000.0,65835,0
28473.07700000005,2500000.0,47187,0
86600.0,970000.0,46889,0
347288.9269999999,9785500.0,70401,0
1005134.875,2000000.0,45929,0
5440283.49,75000000.0,39915,0
640539.744,25000000.0,29698,0
125404.98809999999,2000000.0,57621,0
1117452.405,10000000.0,36594,0
336792.45279999997,1000000.0,76636,0
591637.6949,1000000.0,62975,0
1063582.004,17500000.0,75430,0
706292.8190000001,6000000.0,48909,0
1013530.4880000001,10000000.0,44645,0
312627.20900000003,2000000.0,56751,0
2160161.655,9700000.0,62919,0
566666.6667,2000000.0,26562,0
239281.0811,2000000.0,55047,0
42951.5288,1000000.0,83440,0
953567.1642,2500000.0,51358,0
4950000.0,8000000.0,47877,0
339410.61899999995,2500000.0,52823,0
208253.33330000006,23000000.0,68353,0
406706.06759999995,7500000.0,24938,0
603098.4252,5000000.0,38510,0
520187.027,2500000.0,55650,0
555279.2412,2700000.0,70431,1
290770.95279999997,15000000.0,43271,0
707081.4433,3500000.0,63754,0
89757.81900000013,8000000.0,57191,0
780121.6540000001,3500000.0,46833,0
1001267.1429999999,8500000.0,84095,0
247351.77780000004,2000000.0,19910,0
16214.052600000054,2500000.0,70047,0
315171.0780000002,21566585.0,49913,0
2659907.0760000004,27500000.0,38537,0
711297.802,10500000.0,59378,0
366896.2742,4586000.0,64710,0
300660.3333,3580000.0,38383,0
809251.7240000002,5640000.0,44538,0
8882993.927,18000000.0,40683,0
302655.80559999996,1000000.0,46736,0
1018808.3333,2500000.0,39163,0
1047379.9099999999,24537500.0,54973,0
8330993.927,6000000.0,55233,0
34495.8333,2200000.0,75580,0
573880.5969999998,10000000.0,58259,0
1666590.4762,2500000.0,71480,0
2704696.9528,12000000.0,75362,0
141773.68800000008,13104000.0,49510,0
2815212.098,27880000.0,34682,0
4280372.708,13450000.0,59996,1
1073073.77,10000000.0,40821,0
822712.7778,7000000.0,48217,0
221491.69569999998,8503541.0,36036,0
869011.0249999999,2500000.0,37641,0
367065.9340000001,12258351.0,80242,0
542256.8684,21000000.0,41428,0
477532.9722,3500000.0,23483,0
6092883.165,75000000.0,23773,0
347976.12100000004,2000000.0,31988,0
564604.6763,10000000.0,47926,0
209612.8512,1200000.0,23804,0
305000.0,1600000.0,58115,0
903663.043,15000000.0,79697,0
1719069.636,12847600.0,64309,0
155822.82109999994,1250000.0,48691,0
563177.0444,5000000.0,32458,0
136896.3158,428500.0,79765,0
424880.95239999995,2685000.0,55479,0
248567.5317,1060000.0,19101,1
51562.5,25000000.0,39783,0
509375.0,7500000.0,68793,0
533835.7660000001,3000000.0,55666,0
91360.0,10000000.0,65821,0
249876.12320000003,5000000.0,34907,0
609398.2264,2500000.0,4906,0
990000.0,7710000.0,41190,0
808405.9278,2500000.0,40668,0
468612.0,10000000.0,69158,0
196505.60239999997,2500000.0,39202,0
273748.3333,1650000.0,69269,0
15238.095199999982,1000000.0,52092,0
3228547.299,7500000.0,39833,0
200000.0,2500000.0,59236,0
273284.97140000004,1250000.0,64073,0
984370.602,8750000.0,58578,0
962279.6512,2300000.0,58918,1
288974.1935,1400000.0,38936,0
297473.2270000001,1750000.0,53677,1
600719.5423,8000000.0,41428,0
1116285.7140000002,12000000.0,62018,1
1392190.2880000002,19900000.0,63261,0
1379787.0809999998,10000000.0,55294,0
3658407.832,7500000.0,59603,0
418987.38800000027,7328969.0,37747,0
477190.0,20000000.0,49034,0
1120522.386,15000000.0,61539,0
896152.033,2500000.0,50509,0
1373000.0,50000000.0,47828,0
159967.22219999996,2000000.0,72927,0
2040851.9016,1500000.0,62301,1
106465.9756,2250000.0,58578,0
166816.48349999997,1000000.0,53211,0
430769.2308,2000000.0,51988,0
199359.10100000002,2500000.0,55450,0
265208.7814,46500000.0,44685,0
45815.875,2560000.0,53103,0
1179419.62,2500000.0,51700,0
308695.6522,15120000.0,68753,0
196086.23900000006,3300000.0,39903,0
41514.0135,1769989.0,58819,0
713481.8809999999,8400000.0,81240,0
1894.8570999999938,1150000.0,60889,0
339908.49120000005,2000000.0,66489,0
65794.9153,600000.0,30528,0
395243.127,3500000.0,39920,0
628470.333,14905000.0,65309,1
1558805.042,20000000.0,43609,0
638402.7778,3931000.0,36736,0
2034699.83,11110000.0,22825,1
311742.105,15000000.0,45802,0
519312.7907,3300000.0,64266,0
94453.3333,1550000.0,44303,0
921216.1282,5000000.0,22298,0
364419.679,2000000.0,35929,1
1941514.0440000002,20000000.0,73585,0
1226504.3669999999,15000000.0,37072,0
1962133.6383,3900000.0,75268,0
377404.9178,410000.0,32884,1
885373.2280000001,20000000.0,35309,0
351310.2031,2000000.0,67707,0
149337.0444,2800000.0,46575,0
34789.14289999998,2500000.0,49143,0
1729448.1579,2500000.0,31600,0
955666.7109999999,28000000.0,78230,0
10060052.63,98000000.0,76472,0
517623.9709999999,6646442.0,53986,0
465811.15800000005,7596000.0,20982,0
1309760.219,15000000.0,33285,0
97976.84210000001,1688000.0,69090,0
356648.0984,2700000.0,66570,0
599423.7238,2987000.0,48521,0
1329777.6269999999,6000000.0,73048,0
88021.5979,4500000.0,73506,0
401394.73679999996,1250000.0,80246,0
1052008.475,6000000.0,27053,0
1098584.3137,1883635.0,78099,0
126422.59300000034,20000000.0,8487,1
2582031.381,57127000.0,34902,0
284635.37099999934,100000000.0,30114,0
832513.3330000001,20000000.0,24877,0
866812.6061,2500000.0,38965,0
169686.9750000001,6200000.0,82574,0
2773620.375,33980000.0,70353,0
2261718.9239999996,50000000.0,38111,0
218169.5652,1000000.0,80036,0
1355702.7519999999,20880000.0,34250,0
593825.1230000001,9420000.0,60471,0
643312.6061,2000000.0,63815,0
1103339.7931,2535000.0,32999,0
551375.0,2500000.0,41596,0
2048279.221,50000000.0,74220,0
2620434.23,20000000.0,16433,0
493966.4571,8831000.0,32143,0
3347331.381,75000000.0,56336,0
164653.0769,3710000.0,39748,0
528473.077,2500000.0,39441,0
6538.709700000007,2500000.0,32085,0
221590.9090000001,2500000.0,1716,0
219102.67799999996,96486000.0,47068,0
870554.9247,14900000.0,54868,0
321548.0513,6000000.0,69628,0
685000.0,25000000.0,49957,0
69319.23080000002,1000000.0,73325,0
1370091.959,2500000.0,55123,0
848125.0,5000000.0,35859,0
2028037.533,25000000.0,31494,1
3443726.9439999997,75000000.0,37671,0
419996.2639,5000000.0,11125,0
3696652.571,10000000.0,56318,0
1820267.3760000002,39675000.0,57878,0
191918.68240000005,3800000.0,31534,0
317435.8268,2000000.0,52778,0
503559.01639999996,2500000.0,54771,0
89583.33330000006,2100000.0,57955,1
15595.900999999838,7499715.0,63641,0
2796450.425,75000000.0,57588,0
965476.19,11300000.0,27500,0
569376.744,4900000.0,86258,0
849250.909,50000000.0,61965,0
249793.40980000002,2500000.0,50765,0
278400.7957,11530000.0,27766,0
570463.2419,4480000.0,37111,0
260034.26760000002,4900000.0,52714,0
73539.973,5050500.0,58884,0
271613.8799999999,69750000.0,43263,0
4634.659090000001,500000.0,63146,0
551957.3333,5000000.0,78806,0
489530.95239999995,8100000.0,70496,0
819318.1818,2500000.0,40428,0
508845.3373,5000000.0,69855,0
138235.294,4000000.0,29874,0
352420.33330000006,9657700.0,38606,0
3373898.7029999997,10000000.0,50953,0
718521.0526,4700000.0,77648,0
431491.86490000004,5500000.0,58884,1
387500.0,1250000.0,72562,0
1687168.514,30000000.0,39231,0
15070.6679,4500000.0,41553,0
1096629.5972,2750000.0,47272,0
4938129.496,20000000.0,49087,0
451154.375,1150000.0,45420,1
320651.5630000001,10000000.0,55000,0
355687.2093,7000000.0,43611,0
830151.5476,7000000.0,53010,0
64685.528300000005,1100000.0,51693,0
293250.0,15000000.0,61329,1
471452.7009999999,7500000.0,37758,0
247822.93939999997,2000000.0,5090,0
649941.2621,4400000.0,68919,0
1455702.7519999999,15000000.0,75698,0
773739.824,50000000.0,44571,0
1695454.545,10000000.0,50978,0
286198.547,10580000.0,32619,0
957365.2780000002,14280000.0,76295,0
286792.45279999997,6100000.0,37707,0
1565100.9219999998,15000000.0,41332,0
183834.2768,1600000.0,21673,0
179671.9828,1500000.0,80003,0
651209.3806,7000000.0,66049,0
1309760.219,10000000.0,58601,0
1663159.0394000001,5100000.0,74470,0
273804.4808,4900000.0,62863,0
926756.7568,2450000.0,31405,1
925859.5669999998,30575000.0,83527,0
1234142.009,11869000.0,37180,0
21129714.674,10000000.0,44640,0
411204.4118,5000000.0,34469,0
1280285.326,50000000.0,68356,0
48176.4706,1000000.0,71826,0
264973.2270000001,2500000.0,37573,0
366050.0,5000000.0,70637,0
125000.0,1500000.0,42957,0
96666.6669999999,28555000.0,47649,0
367403.8462,2500000.0,36115,0
157710.06799999997,5000000.0,56684,0
546396.6139,9000000.0,71757,0
403900.7619,2000000.0,29132,0
618903.8809999999,2500000.0,69116,0
72866.9516,1500000.0,31303,0
1257807.6919999998,12847600.0,32847,0
11395.350299999991,1500000.0,62146,0
1185705.0,15000000.0,48162,0
241847.3169999998,27000000.0,71120,1
992008.7143,1700000.0,30068,0
1718739.963,5400000.0,66332,0
638461.538,6000000.0,49972,0
802270.9783,700000.0,56882,1
56740.930999999866,10000000.0,75385,0
4532031.381,30000000.0,80137,0
787147.619,12847600.0,56832,0
104203.73080000002,2800000.0,59243,0
374736.875,15500000.0,50495,0
5001677.425,75000000.0,64201,1
225998.0455,3200000.0,50956,0
919114.4484,20000000.0,36121,0
918148.602,10000000.0,34526,0
720847.7612000001,2800000.0,68282,0
954234.5159999998,6000000.0,36504,0
2531245.541,33700000.0,53138,0
8734404.099,7000000.0,55570,0
162173.717,1957000.0,65218,0
2082079.0644999999,1250000.0,53651,1
1843883.75,25000000.0,56963,0
185119.35479999997,2445100.0,5503,0
428846.1540000001,2500000.0,66856,0
237641.35799999995,1450000.0,32165,0
168123.09620000003,5500000.0,52800,0
178963.15489999996,1000000.0,54063,0
598488.2,1000000.0,28354,0
3593934.23,28000000.0,61107,0
1106687.3939,10260000.0,76536,0
1175210.0,69750000.0,46386,0
499849.2537,3062000.0,71704,0
1432600.496,25450000.0,24220,0
205491.2857,5000000.0,50495,0
1184905.312,12847600.0,40564,0
228932.45999999996,7800000.0,58377,0
738529.1971,3000000.0,49931,0
8617883.898,11000000.0,8476,0
569338.7097,2998000.0,36396,0
40149.11100000003,23295000.0,22955,0
1991236.8972999998,6000000.0,69616,0
541292.135,5050500.0,59327,0
194277.34149999998,2600000.0,57245,0
1168148.602,10000000.0,77785,0
229920.5234,5013219.0,23023,0
2433434.1089999997,48800000.0,38547,0
299258.76,5000000.0,75383,0
752048.3870999999,2500000.0,74473,1
276470.5882,2699000.0,28243,0
173247.93329999998,500000.0,71410,0
