selisih_transaksi,maksimum_nilai_transaksi,time_seconds,flag_transaksi_fraud
78547.29900000013,7500000.0,44960,0
1122017.045,15000000.0,31357,0
496222.2222,1250000.0,69484,0
360786.34699999983,10000000.0,67510,0
477840.1125000001,2000000.0,76886,0
815511.088,13104000.0,59854,0
226393.75,2500000.0,28213,0
495133.0875,2500000.0,37683,0
531508.142,12000000.0,71959,0
76978.2609,2000000.0,22007,0
345719.5423,2500000.0,18892,0
931412.857,15000000.0,83831,0
91279.07000000008,9550000.0,36775,0
654871.0882,24350000.0,33983,0
163877.2917,3500000.0,55205,0
4114741.8772,7000000.0,24793,0
59656.875999999924,2500000.0,37187,0
186956.52170000004,2500000.0,70517,0
1034142.009,10000000.0,33976,0
1748671.2041,7000000.0,33968,0
171208.05359999998,1800000.0,73945,0
391423.5854,2500000.0,50303,0
337815.0889,3000000.0,65056,0
211666.667,2500000.0,30761,0
690926.73,10000000.0,27481,0
529710.2581,1500000.0,66758,0
9163708.23,100000000.0,20586,1
598529.4119999998,5000000.0,71170,0
472654.875,4318765.0,28849,1
4534968.67,75000000.0,71263,0
3052380.952,22903000.0,48439,0
394459.7541,4000000.0,80087,0
778482.1429999998,10000000.0,51444,0
218169.5652,1000000.0,82448,0
177378.02819999997,11530000.0,56958,0
541423.5854,2500000.0,3979,0
2193148.485,15380000.0,28607,0
480211.1340000001,15000000.0,32497,0
206450.84620000003,1000000.0,47279,0
1193825.123,24000000.0,61654,0
1005681.923,12000000.0,40072,0
520187.027,3900000.0,48678,0
786271.8406,10500000.0,65259,0
385585.0548,4000000.0,43944,0
2033090.7889,2000000.0,27041,0
103182.1014,1000000.0,35119,0
217661.6458,2500000.0,67872,0
1444509.106,25000000.0,52159,0
280711.3043,3970000.0,55564,0
179371.6809999999,12025000.0,30222,0
722880.8790000001,5000000.0,31356,0
857673.267,9500000.0,44316,0
501076.9322,3000000.0,73804,0
103449.46199999982,3647000.0,40993,0
361855.0296,56161050.0,48640,0
741773.6880000002,10000000.0,64307,0
568310.4230000002,6000000.0,39735,1
285.2603999999992,1000000.0,21391,1
28559635.028,25000000.0,49770,0
10311.466399999976,2000000.0,64407,0
64884.361000000026,15000000.0,54493,0
330679.6296,6800000.0,44794,0
33333.333300000064,2000000.0,58812,0
374371.4286,15500000.0,42042,0
560688.0,3062000.0,59480,0
933718.902,10000000.0,57823,0
209192.14300000016,6891864.0,46112,0
1736090.3909999996,25000000.0,44679,0
1008558.394,85000000.0,29884,0
1037351.6484,4600000.0,33514,0
190688.5336,1500000.0,53536,0
1289836.578,9000000.0,30973,0
73539.973,2500000.0,63076,0
943288.5920000001,2500000.0,72497,0
372627.3962,7000000.0,27766,0
596629.5972,8554000.0,31129,1
18041.928600000014,700000.0,59559,0
229921.05260000002,2500000.0,57113,0
85692.3077,1250000.0,72679,0
940509.3909999998,2500000.0,2098,0
392378.4649999999,10000000.0,60235,1
43612.8285,2000000.0,60174,0
290054.5979,2500000.0,70815,0
60809.78260000001,1300000.0,45543,0
713801.453,9160000.0,75016,0
110000.0,100000.0,62090,1
1475000.0,1000000.0,50829,1
680494.1839,7990000.0,54601,0
175415.9091,5000000.0,31387,0
985373.228,20000000.0,27664,0
910714.2859999998,2500000.0,40072,0
832513.3330000001,20000000.0,24877,0
1751500.0,15000000.0,33839,0
558095.8960000001,20000000.0,78530,0
586422.0555,7000000.0,62788,0
5856808.807999999,27500000.0,65887,0
1556933.4719999998,22500000.0,44747,0
66480.5321,2200000.0,72526,0
661117.0699,7000000.0,31435,0
609791.2186,46500000.0,67245,0
241155.5,1000000.0,50179,0
191666.6667,810000.0,55247,0
1838118.472,19800000.0,64134,0
46343.435000000056,7551600.0,54027,0
109821.429,5000000.0,32181,0
459605.1176,7309308.0,57996,0
1572451.7241,3000000.0,49337,0
11316.952399999951,3000000.0,44198,0
414263.9206,2500000.0,78879,0
1057240.222,5000000.0,37564,0
2210152.7778000003,2500000.0,51640,0
219102.678,96486000.0,50250,0
303054.9636,5000000.0,32590,0
3440704.082,6200000.0,53128,0
233792.3729,1600000.0,56355,0
63850.9245,2900000.0,53003,0
3744428.079,25000000.0,33093,0
162479.91379999998,1883635.0,43861,0
647061.2350000001,5000000.0,77603,1
212116.1957,1000000.0,38808,0
455585.0548,4400000.0,44797,0
64864.51610000001,1250000.0,57882,0
135346.9231,2000000.0,57312,0
796514.2859999998,20000000.0,41471,0
2091225.0484,3300000.0,29341,0
3834882.512,54659000.0,72440,0
685735.8909999997,10000000.0,50827,0
778782.5900000002,40000000.0,39535,0
1195921.611,41800000.0,76154,0
726174.0532,2500000.0,55790,0
253054.9636,2500000.0,19991,0
519748.31110000005,4900000.0,58530,0
779212.7660000002,2500000.0,65121,0
275229.16669999994,2500000.0,70074,0
374429.2394,1850000.0,31832,0
828154.1379,12828000.0,66356,0
810119.0480000002,6000000.0,71658,0
15843930.474000001,25000000.0,40960,1
20588.235000000106,3500000.0,29816,0
101763.108,2500000.0,49717,0
189469.25,2500000.0,46957,0
685735.8909999997,8670000.0,45517,0
3745664.1539999996,4180300.0,71077,0
473850.0,8831000.0,42562,0
367926.8293,4360000.0,72216,0
239341.7128,3300000.0,61032,0
320896.0,1300000.0,63224,0
1255040.415,18675000.0,57390,0
175000.0,5900000.0,30599,0
624531.6880000001,13104000.0,53479,0
414626.77199999994,20000000.0,31506,0
178963.15489999996,1000000.0,54063,0
1108739.824,50000000.0,66298,0
317479.67500000005,9500000.0,40112,0
127205.88199999975,4480000.0,77323,0
1597540.9840000004,7500000.0,64239,0
818255.3571,2829000.0,64563,0
23472.46840000001,1825000.0,59963,0
283346.66700000013,2500000.0,34456,0
401848.101,15000000.0,40320,0
61476.66669999994,5000000.0,55547,0
1526885.294,30000000.0,53986,0
315653.6585,3300000.0,36141,0
1170239.781,2900000.0,64996,0
3125077.842,69900000.0,67689,0
44165.73239999998,2700000.0,63454,0
808377.128,70000000.0,67866,0
1778436.0,7000000.0,34604,0
1087636.364,30575000.0,25249,1
10910.64439999999,1500000.0,67891,1
1691146.291,70000000.0,35153,0
5289719.012,75000000.0,32739,0
212043.8085,1300000.0,75254,0
584528.3792999999,6000000.0,71283,0
1552616.9682999996,26458442.0,36649,0
262185.02799999993,56992311.0,26985,0
146135.6322,2500000.0,26130,0
233333.3333,1600000.0,28709,0
145685.93889999995,4500000.0,30425,0
1005490.894,25000000.0,2077,0
184630.0,1250000.0,71539,0
1998423.2286,1300000.0,60145,1
1150665.341,11579000.0,69955,0
295719.5423,4500000.0,47827,0
390462.987,7500000.0,47028,0
1303178.672,10000000.0,60508,0
710714.2860000003,30000000.0,44060,0
612021.1429,23000000.0,47651,0
1882300.17,15000000.0,60435,0
313298.6341,6000000.0,47272,0
1424055.556,18336000.0,73447,0
1936385.907,98194000.0,68038,0
591637.6949,1000000.0,62975,0
115653.65850000002,2681547.0,31713,0
164306.1224,1000000.0,42504,0
543670.7059,24635000.0,43518,0
455099.7807,3100000.0,27141,0
403864.3678,3000000.0,54200,0
9163708.23,100000000.0,173,0
2279663.6610000003,40000000.0,72385,0
6470336.339,20000000.0,50739,0
2261718.924,50000000.0,38111,0
735395.3237,2900000.0,57097,0
389988.9550000001,12123109.0,47617,0
479723.0769,5000000.0,37671,0
1587978.8571,2500000.0,55036,0
1454355.6848,3100000.0,44794,0
493607.3019999999,9500000.0,40651,1
706832.0373,8000000.0,54361,0
438364.5161,8574000.0,30847,0
2925319.292,60000000.0,47061,0
44854.72409999999,500000.0,76298,0
437054.1667,2500000.0,71608,0
772136.0238,2500000.0,48816,0
504703.2609,3700000.0,32413,0
1207621.535,23450000.0,80528,0
352002.83699999977,20000000.0,23842,0
1458520.716,7000000.0,32922,0
600458.0882,9000000.0,72524,0
2214532.946,35824300.0,64178,0
128877.72699999994,2500000.0,24772,0
942032.961,19000000.0,52712,0
27133.0484,1075000.0,33664,0
708639.3805,9500000.0,71705,0
867653.4479999999,5500000.0,48382,0
53331.6771,2000000.0,39463,0
596108.9744,2800000.0,3402,0
404055.5559999999,2500000.0,69821,0
74200.4217,970000.0,42854,0
437571.4286,2685000.0,31959,0
143488.84620000006,4400000.0,62051,0
470652.639,20000000.0,40889,0
110000.0,10000000.0,72927,0
493007.874,5000000.0,41872,0
75147.0583,1500000.0,43476,0
286180.1471,1000000.0,75824,0
164469.69700000007,2000000.0,47534,0
1499609.091,50000000.0,60508,0
824979.219,3246300.0,75551,0
3372308.1010000003,33980000.0,70810,0
2722801.9739999995,25000000.0,40327,0
447272.7273,243000.0,41539,1
562448.8085,10000000.0,63737,0
178037.53300000002,2700000.0,59432,1
93714.2857,7500000.0,63836,0
181694.095,12000000.0,62992,1
343436.726,7000000.0,58552,0
196750.0,1200000.0,21917,0
180164.1732,4000000.0,36614,0
179004.38100000005,5500000.0,31810,0
356827.9523999999,10260000.0,55155,1
342174.29599999986,7000000.0,63719,0
31527.53159999999,1825000.0,35794,0
60463.63640000003,2500000.0,41948,0
655063.1579999999,10000000.0,71509,0
3250000.0,5000000.0,30501,1
493452.6316,4542000.0,56138,0
2675077.842,69900000.0,34884,1
1199204.042,6000000.0,40366,0
2072914.5280000002,50000000.0,31935,0
1314208.9840000002,5700000.0,22738,0
453891.02560000005,3100000.0,29834,1
3674074.7539999997,6891864.0,35930,0
1890048.841,25000000.0,44165,0
1131917.8082,3300000.0,31490,0
1046350.864,12000000.0,80426,0
111618.90199999999,10000000.0,24720,0
1488754.227,24000000.0,85721,0
343258.5738,12500000.0,46272,0
266646.3947,2500000.0,64333,0
309061.91999999987,3647000.0,81209,0
112485.4167,1000000.0,49890,0
56833.60979999997,2700000.0,80242,0
230494.1429,2500000.0,36777,0
9497.895000000019,8640720.0,33855,0
1082583.3415,1000000.0,53520,1
275334.7417,1550000.0,40185,0
2594545.455,23640000.0,20393,1
953241.433,7499715.0,35259,0
22373.076899999985,1350000.0,45639,0
125.0069999997504,75000000.0,69158,0
97088.2353,1304650.0,51044,0
701073.1915,10000000.0,44417,0
924216.0,15000000.0,22316,0
276809.524,17073425.0,36579,0
100285.2604,800000.0,55358,0
935643.0129999999,14905000.0,77390,0
617171.4286,2500000.0,16823,0
362339.5882,15000000.0,72786,0
2213873.73,30000000.0,47481,0
4262945.8333,15000000.0,57623,0
64532.946,5000000.0,71986,0
1311193.262,20000000.0,24935,0
1848541.893,25000000.0,34498,0
15555000.0,27500000.0,26625,0
1548584.3137,8585000.0,45090,0
1247976.121,5000000.0,2000,0
353892.1053,1500000.0,54559,0
1500000.0,3461000.0,41042,0
926627.358,2500000.0,31121,0
2239817.9445,5000000.0,52684,0
1327477.6670000001,20000000.0,41068,0
280133.8198,7500000.0,27422,0
64122.14629999999,1250000.0,60065,0
1326372.2219999998,10000000.0,46462,0
362479.9138,3850000.0,39299,0
112748.97300000001,10000000.0,35704,0
304000.0,8000000.0,65442,0
728208.1709,5800000.0,69000,0
556387.1714999999,2100000.0,78099,0
62627.20900000003,2500000.0,17349,0
250000.0,3000000.0,68461,0
1438118.4719999996,20000000.0,58991,0
116285.71400000015,9700000.0,35097,1
722784.81,98194000.0,37732,0
421625.0843,4475000.0,34607,0
41479.284000000094,7000000.0,47797,0
709689.4126,50000000.0,16338,0
538679.2450000001,2500000.0,44645,0
1188978.1460000002,20000000.0,71425,0
915767.64,16535000.0,30299,0
208520.71599999987,7000000.0,18816,0
4950000.0,8000000.0,47877,0
406166.6667,2500000.0,66400,0
357684.1842,3000000.0,44194,0
1570128.333,18336000.0,31784,0
1823233.69,7500000.0,35930,0
36198.54700000002,2500000.0,84460,0
10386.554600000032,7000000.0,39972,0
1131264.0420000001,22903000.0,27995,0
459133.7059,6000000.0,58694,0
30943.39599999995,4000000.0,49253,0
686445.652,5380000.0,39910,0
193326.4286,1000000.0,31252,0
279149.2187,11000000.0,4144,0
142251.90480000002,2500000.0,36864,0
5881808.807999999,70000000.0,45756,0
128940.7,1200000.0,51766,0
460633.7059,2500000.0,65835,0
835884.0580000002,8720000.0,70795,0
529515.375,2500000.0,34758,0
326504.36699999985,7710000.0,42322,0
5041970.525,24537500.0,41351,0
898880.1739,26458442.0,38205,0
284648.9036,2000000.0,25461,0
622918.2016,5000000.0,35397,0
424880.9524,2500000.0,80312,0
841270.9388,1500000.0,53088,1
490639.423,6000000.0,32385,0
546160.1277,5000000.0,55247,0
829886.598,16958000.0,36687,0
540416.0329,5800000.0,30840,0
573749.426,10000000.0,63601,0
305392.2388,2000000.0,60801,0
325609.7561,7309308.0,51464,0
25581.049,5000000.0,80173,0
1106233.108,11579000.0,47298,0
2817987.3880000007,10000000.0,60872,0
253054.9636,1750000.0,77918,0
447403.8462,3000000.0,40860,0
310869.56519999995,5000000.0,60081,0
544000.0,2600000.0,69077,0
167044.91300000018,11440017.0,54171,0
464604.67630000005,10000000.0,72171,0
143943.54839999994,4500000.0,49439,0
1541787.5,15000000.0,25236,0
1746590.9091,2500000.0,44316,0
47492.28350000002,2751000.0,53677,0
225676.7356,800000.0,55393,0
4454562.37,20000000.0,35848,0
1215123.8768,5037000.0,38825,0
345954.1316,7114500.0,56020,0
277594.504,10000000.0,33523,0
686478.4082,5380000.0,35529,0
2594545.455,24504480.0,35324,1
1314532.946,20000969.0,47417,0
3059656.876,3998000.0,51965,0
4052308.1010000003,50335599.0,36342,0
1332812.5,2500000.0,71339,0
785882.3530000001,2500000.0,56338,0
71428.57140000003,3200000.0,57781,0
5628647.765,29000000.0,34156,1
203184.21050000004,2000000.0,24012,0
150.74629999999888,19150000.0,72907,0
204283.33300000013,5850000.0,27744,0
147032.47399999993,20000000.0,54104,0
758472.25,5000000.0,75126,0
443452.6316,2500000.0,40785,0
612021.1429,3600000.0,55878,0
1890343.124,19000000.0,78963,0
56933.47200000008,5000000.0,27940,0
728742.8690000001,25000000.0,52243,0
972784.81,98194000.0,36305,0
410680.7308,4000000.0,82959,0
1827847.863,45000000.0,29591,0
4532031.381,75000000.0,79317,0
743728.5306,10000000.0,67378,0
4124835.8210000005,12659000.0,50064,0
5425319.2919999985,15000000.0,36340,0
1212644.875,7250000.0,57657,0
632906.3902,1250000.0,55851,1
500458.0882,4535000.0,26133,0
852000.0,15844300.0,48319,0
216165.7232,500000.0,70701,0
51409.67739999999,3200000.0,47651,0
291020.6897,2500000.0,72942,0
899709.3806,3549000.0,81413,0
1159214.368,30000000.0,35924,0
157991.2857,4000000.0,79120,0
154614.3293,2500000.0,72325,0
899511.088,13104000.0,54909,0
757067.9740000002,9500000.0,73460,0
81918.63209999999,2000000.0,43185,1
1240419.944,10000000.0,79752,0
1887869.565,9600000.0,47365,0
738529.1971,3000000.0,49931,0
396721.8605,2500000.0,22308,0
366842.5719999999,2500000.0,30320,0
742424.2424,10000000.0,60116,0
2643639.2830000003,29533913.0,30436,0
48176.4706,1000000.0,71826,0
1228704.6100000006,75000000.0,52064,0
617941.176,18652620.0,39023,0
56933.47200000008,22500000.0,62029,0
219069.63599999997,25000000.0,38128,0
411627.6993,6000000.0,64825,0
786271.8406,15000000.0,69847,0
1564532.946,28555000.0,80048,0
888806.7380000001,10000000.0,30922,0
287288.9362,4600000.0,49391,1
1713530.488,10000000.0,58173,0
21047356.863,15000000.0,47607,0
559142.8569999997,10000000.0,65192,0
101154.375,2500000.0,48352,0
13170.731700000006,2900000.0,43961,0
553429.2394,20000000.0,66616,0
151101.29700000002,7244000.0,66524,0
525581.8182,3000000.0,67911,0
251248.5876,8000000.0,77213,0
948373.9839999996,22903000.0,60629,0
71526.92299999995,8500000.0,58972,0
199055.1477,1100000.0,54373,0
481643.06699999975,15000000.0,53304,0
56218.42110000001,2000000.0,36970,0
318255.3571,21000000.0,56042,0
347288.9269999999,9785500.0,70401,0
945711.1730000002,2500000.0,39308,0
3178704.610000001,100000000.0,70461,0
183380.2128,2500000.0,63959,0
1950013.333,20000000.0,44729,0
28482.142999999924,7710000.0,56876,0
411290.3230000001,23000000.0,78632,0
284876.12320000003,6000000.0,37210,0
148923.27040000007,3200000.0,70502,0
2047962.9630000002,25000000.0,63883,0
855746.0040000001,25000000.0,70891,0
1119785.7140000002,10000000.0,47641,0
1687525.395,22000000.0,27076,0
706737.8630000001,75000000.0,30216,0
1280285.326,20000000.0,55705,0
766002.1869999998,10000000.0,31725,0
613636.3636,3000000.0,67076,0
313125.0,10000000.0,76944,0
884713.503,6575000.0,34829,0
194728.8136,5000000.0,40865,0
1214086.914,18809861.0,70351,0
952675.623,20000969.0,34884,0
710761.604,10500000.0,71383,0
906949.3329999995,75000000.0,35545,0
870002.6010000003,18640000.0,41666,0
1949333.3333,2500000.0,44299,0
1655588.606,15900000.0,34083,0
124234.9828,1250000.0,62236,0
273756.4889,2250000.0,60470,0
661657.702,5000000.0,42652,0
456737.86300000007,75000000.0,39204,0
1966176.471,19000000.0,21917,0
224009.8333000001,3260000.0,54850,0
1465827.958,10000000.0,55845,0
407673.26700000005,14130000.0,40539,0
745892.7632,3000000.0,24309,0
218169.5652,1000000.0,80036,0
77520.7059,1200000.0,75370,0
1866623.77,2900000.0,55036,0
682078.4309999999,28000000.0,8680,0
349307.3333,2500000.0,50765,0
4080612.7612,5000000.0,73100,0
355090.3913,2500000.0,65865,0
36983.0508,500000.0,78739,0
331094.8276,7500000.0,26741,0
405845.2381,3500000.0,40329,0
257848.80700000003,25000000.0,56382,0
501828.771,5380000.0,24510,0
1364580.0119999999,10000000.0,62807,0
1243726.9439999994,40000000.0,75484,0
1107561.147,30000000.0,55660,0
1402780.185,35209800.0,24470,0
3766382.512,54659000.0,36810,0
537054.1667,4550000.0,27309,0
293966.4571,4000000.0,32884,0
155649.93550000002,3700000.0,44932,0
560891.8090000001,10000000.0,35085,0
393665.2292,3500000.0,49123,0
2817987.3880000007,7400000.0,50747,0
766623.77,2800000.0,61810,0
612448.8085,7309308.0,57975,0
139880.6377,1000000.0,74041,0
880108.281,25000000.0,39574,0
2870002.6010000007,17000000.0,43703,0
305462.98699999996,2500000.0,43738,0
186956.52170000004,2500000.0,58482,0
662274.3092,5500000.0,68707,0
254243.8594,2500000.0,46618,0
596108.9744,3850000.0,55454,0
1338016.529,23087500.0,30950,0
474804.04410000006,8000000.0,55593,0
1018801.2729999999,5000000.0,84339,0
189988.95500000007,7328969.0,3809,0
123023.80949999994,1300000.0,56300,0
186962.656,1000000.0,78230,0
243714.0972,2000000.0,50498,0
1379787.0809999998,10000000.0,55294,0
693825.123,24000000.0,27664,0
128449.2537,10000000.0,41833,0
8383157.427999999,15000000.0,46291,0
280386.55500000017,4700000.0,34131,0
2316666.6667,1250000.0,66793,1
222741.9355,2350000.0,79801,0
751119.7872,4000000.0,39516,0
550952.381,2500000.0,50765,0
18381104.171,14394374.0,42457,0
137351.90480000002,2000000.0,60500,0
477378.0282,5000000.0,36810,0
317479.67500000005,9500000.0,54406,0
783204.1667,3500000.0,46648,0
1730763.3909999996,24537500.0,60102,1
352058.5,4360000.0,49548,0
2136257.76,29533913.0,63499,0
352083.0,10499000.0,58418,0
420458.6957,2000000.0,73741,0
4099541.9118,6339100.0,58726,1
264146.3828,8574000.0,71645,0
1007807.6919999998,12847600.0,36121,0
494984.29150000005,2500000.0,39414,0
617725.5962,7094000.0,41971,0
1542646.291,13000000.0,40145,0
1661117.0699,7000000.0,63599,0
5289719.012,60000000.0,61527,0
1705382.0455,1250000.0,25949,1
242000.0,1500000.0,29400,0
472147.05900000007,3450000.0,26257,0
333376.23,5800000.0,49100,0
460714.2859999999,6711000.0,31088,0
348898.703,7244000.0,43799,0
434863.0684,3000000.0,69404,0
988709.677,15000000.0,76475,0
168123.09620000006,5500000.0,52800,0
454801.08700000006,4300000.0,44940,1
1369714.674,50000000.0,51687,0
4086310.5874,50000000.0,9709,0
131184.6154,1000000.0,73282,0
783278.25,3000000.0,53399,0
153243.5306,1500000.0,34414,0
325228.3951,10000000.0,66717,0
9507220.339,5000000.0,64958,0
1736257.7599999998,32000000.0,30999,0
175333.871,1000000.0,68077,0
1502643.9394,1000000.0,36371,1
2789719.012,75000000.0,65285,0
573949.7880000003,3647000.0,59865,0
2740825.857000001,100000000.0,44836,0
287725.6908,2829000.0,70852,0
6666.855999999913,8455177.0,52872,0
4036010.273,20701450.0,51669,0
0.0,5000000.0,71959,0
307383.3333000001,6400000.0,73144,1
4844863.551,75000000.0,35977,0
1031643.0669999998,10699000.0,80044,0
291553.9859,3000000.0,64470,0
406133.9286,3000000.0,33353,0
987382.485,20000000.0,46003,0
92676.4712,1000000.0,68315,0
667585.7143,2500000.0,46233,0
4785375.298,2500000.0,42036,0
573239.686,2500000.0,53588,0
3094832.375,49400000.0,35328,0
5556353.418,67865000.0,72927,0
2942048.877000001,15000000.0,62196,0
230273.2097,2300000.0,40979,0
1848541.893,25000000.0,34884,0
809450.8640000002,4200000.0,39798,0
1332513.3329999999,20000000.0,76293,0
289150.3429,1500000.0,26265,0
1493724.4815,2000000.0,29589,0
1191084.585,6711000.0,42652,0
443779.128,1550000.0,13263,0
439591.6667,1250000.0,2459,0
546396.6139,9000000.0,71757,0
1955571.9209999999,25000000.0,47082,1
476201.8072,8554000.0,62526,0
792177.3438,7900000.0,45540,0
123416.6667,3461000.0,31186,0
704483.2270000001,9500000.0,67798,0
1196652.571,9000000.0,51617,0
2711718.924,20000000.0,78545,0
200933.3333,1524472.0,63795,0
893848.3609999999,11677500.0,41934,0
397729.0612,2000000.0,50881,0
186654.13379999995,15000000.0,42121,0
295854.16669999994,5000000.0,20344,0
217854.5859,1250000.0,68716,0
516464.625,9735000.0,72944,0
324429.23099999985,15000000.0,58399,0
208571.4286,3000000.0,50594,0
1078479.543,7000000.0,31785,0
783061.3659,4500000.0,64508,1
3443726.944,75000000.0,37671,0
1213664.54,10000000.0,38742,0
199359.101,2500000.0,55450,0
1567647.157,47700000.0,48123,0
2424497.895,20000000.0,30435,0
23189880.952,3018000.0,8476,0
312627.20900000003,2500000.0,6240,0
6538.709700000008,2500000.0,32085,0
379241.2,2500000.0,71222,0
421913.669,15000000.0,30114,0
315223.55200000014,3300000.0,51500,0
323066.54370000004,2350000.0,80477,0
370581.881,7650000.0,49623,0
1225050.0,4700000.0,73904,0
901404.958,6000000.0,34317,0
1784648.9036,1000000.0,34092,0
864950.4132000002,500000.0,43755,0
1663115.621,50000000.0,33036,0
64950.41320000001,300000.0,34923,0
374093.33330000006,3500000.0,47527,0
494297.24800000025,5500000.0,43325,0
344900.2193,1500000.0,55666,0
